# Constructed from biom file
#OTU ID	C03	C07	C17	C11	C05	C08	C09	C18	C15	C01	C13	C12	C02	C10	C04	C16	C06	C14
k__Bacteria;p__Chloroflexi	0.0345919003115	0.067937694704	0.0330965732087	0.11815576324	0.0653800623053	0.0551806853583	0.0710062305296	0.0342336448598	0.26107788162	0.086769470405	0.03446105919	0.239887850467	0.0490560747664	0.123638629283	0.110669781931	0.132912772586	0.102975077882	0.327875389408
k__Bacteria;p__Cyanobacteria	0.00583489096573	0.00476323987539	0.0101059190031	0.0505825545171	0.00252336448598	0.00492523364486	0.00940498442368	0.00233333333333	0.0141962616822	0.00556697819315	0.0103457943925	0.0596760124611	0.0188411214953	0.0376604361371	0.00272274143302	0.0111651090343	0.0765981308411	0.00406230529595
k__Bacteria;p__Elusimicrobia	0.00644236760125	0.00898442367601	0.00879439252336	0.00563239875389	0.011738317757	0.00484735202492	0.00439252336449	0.00717757009346	0.00100934579439	0.00566355140187	0.000747663551402	0.000866043613707	0.00485046728972	0.000364485981308	0.0181121495327	0.00361682242991	0.00454828660436	0.00080062305296
k__Bacteria;p__FBP	0.00013707165109	1.8691588785e-05	0.000249221183801	7.78816199377e-05	5.60747663551e-05	6.23052959502e-05	3.73831775701e-05	0.00017445482866	6.85358255452e-05	0.00019937694704	7.47663551402e-05	8.09968847352e-05	0.000133956386293	2.80373831776e-05	4.04984423676e-05	4.04984423676e-05	1.246105919e-05	8.72274143302e-05
k__Bacteria;p__FCPU426	0.00514953271028	0.0143769470405	0.000485981308411	0.00877881619938	0.0039968847352	0.00190342679128	0.00128037383178	0.000401869158879	0.0026199376947	0.00309968847352	3.11526479751e-06	0.00268535825545	0.00214018691589	0.0	0.00400934579439	0.00317133956386	0.00819626168224	6.23052959502e-05
k__Bacteria;p__Fibrobacteres	0.000146417445483	4.67289719626e-05	0.000320872274143	9.03426791277e-05	4.04984423676e-05	0.000828660436137	1.246105919e-05	2.49221183801e-05	4.04984423676e-05	0.000115264797508	6.23052959502e-05	4.36137071651e-05	0.000140186915888	6.23052959502e-06	2.18068535826e-05	0.000171339563863	6.85358255452e-05	3.11526479751e-06
k__Bacteria;p__Firmicutes	0.00702492211838	0.0103707165109	0.00854205607477	0.00375700934579	0.00550778816199	0.011953271028	0.0053738317757	0.00801869158879	0.00603738317757	0.0107570093458	0.0180436137072	0.00238629283489	0.0126386292835	0.021246105919	0.00466666666667	0.0192118380062	0.00511526479751	0.00864174454829
k__Bacteria;p__Fusobacteria	9.96884735202e-05	2.49221183801e-05	6.23052959502e-06	0.0	2.80373831776e-05	0.0	3.11526479751e-06	4.04984423676e-05	2.49221183801e-05	3.11526479751e-06	9.34579439252e-06	1.246105919e-05	7.78816199377e-05	3.11526479751e-06	3.11526479751e-06	0.0	3.42679127726e-05	3.11526479751e-06
k__Bacteria;p__GAL15	3.11526479751e-06	0.00017445482866	0.0	9.34579439252e-06	0.0	0.0	0.000308411214953	0.0	0.000165109034268	0.0	0.0010062305296	0.000806853582555	1.8691588785e-05	0.000545171339564	0.000267912772586	9.34579439252e-06	0.00016199376947	0.000311526479751
k__Bacteria;p__GN02	0.0	3.42679127726e-05	6.23052959502e-05	3.11526479751e-06	1.246105919e-05	4.67289719626e-05	1.246105919e-05	2.18068535826e-05	6.23052959502e-06	5.29595015576e-05	9.34579439252e-05	3.11526479751e-06	9.34579439252e-06	6.23052959502e-06	7.47663551402e-05	0.00011214953271	9.34579439252e-06	6.23052959502e-06
k__Bacteria;p__GN04	6.54205607477e-05	1.246105919e-05	4.04984423676e-05	0.0	0.0001246105919	0.00102492211838	5.29595015576e-05	0.000115264797508	2.80373831776e-05	8.41121495327e-05	0.00408722741433	1.246105919e-05	0.000233644859813	2.49221183801e-05	3.11526479751e-05	6.23052959502e-05	1.55763239875e-05	4.04984423676e-05
k__Bacteria;p__GOUTA4	2.80373831776e-05	3.11526479751e-06	6.23052959502e-06	6.23052959502e-06	3.11526479751e-05	0.000352024922118	3.11526479751e-06	7.16510903427e-05	6.23052959502e-06	0.000109034267913	3.11526479751e-06	9.34579439252e-06	4.36137071651e-05	2.80373831776e-05	0.0	1.246105919e-05	3.11526479751e-06	6.23052959502e-06
k__Bacteria;p__Gemmatimonadetes	0.00839252336449	0.00659501557632	0.0172492211838	0.00434890965732	0.00572274143302	0.0170778816199	0.0024953271028	0.00831464174455	0.00386604361371	0.0108224299065	0.0125482866044	0.00121806853583	0.00820249221184	0.00154828660436	0.00642679127726	0.00690654205607	0.00403426791277	0.00654517133956
k__Bacteria;p__LD1	6.23052959502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__MVP-21	0.0	0.0	6.23052959502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36137071651e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__MVS-104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18068535826e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__NC10	8.09968847352e-05	6.23052959502e-06	2.18068535826e-05	3.11526479751e-06	6.85358255452e-05	0.0	6.54205607477e-05	0.00011214953271	7.78816199377e-05	0.000133956386293	3.42679127726e-05	3.11526479751e-06	7.78816199377e-05	1.55763239875e-05	1.55763239875e-05	1.8691588785e-05	1.8691588785e-05	2.18068535826e-05
k__Bacteria;p__NKB19	2.18068535826e-05	3.11526479751e-06	1.246105919e-05	0.0	9.34579439252e-06	6.23052959502e-05	1.246105919e-05	3.11526479751e-05	1.246105919e-05	2.80373831776e-05	5.91900311526e-05	3.11526479751e-06	6.23052959502e-06	0.0	6.23052959502e-06	2.18068535826e-05	0.0	3.11526479751e-06
k__Bacteria;p__Nitrospirae	0.00655140186916	0.00455451713396	0.0150373831776	0.00127414330218	0.00677570093458	0.027308411215	0.00766355140187	0.00809345794393	0.00663862928349	0.0125264797508	0.02746105919	0.00273831775701	0.0134267912773	0.00260747663551	0.00182866043614	0.0095015576324	0.00157632398754	0.0105887850467
k__Bacteria;p__OD1	0.00498130841121	0.0126230529595	0.00253582554517	0.00279750778816	0.00322118380062	0.00685046728972	0.000308411214953	0.00142367601246	0.00140498442368	0.00238629283489	0.00831775700935	0.000348909657321	0.00110903426791	0.000274143302181	0.0078722741433	0.00546417445483	0.00261059190031	0.000560747663551
k__Bacteria;p__OP11	0.000725856697819	0.000467289719626	0.000563862928349	0.00018691588785	0.000644859813084	0.00081308411215	0.000560747663551	0.00106542056075	0.000467289719626	0.00326479750779	0.000700934579439	0.000193146417445	0.00282242990654	0.000404984423676	0.000769470404984	0.00160436137072	0.000267912772586	0.000510903426791
k__Bacteria;p__OP3	0.000224299065421	0.000719626168224	0.000495327102804	7.16510903427e-05	0.000367601246106	0.000878504672897	0.00018691588785	0.000242990654206	0.000155763239875	0.000389408099688	0.000348909657321	7.16510903427e-05	0.000663551401869	7.78816199377e-05	0.00111838006231	0.000140186915888	3.11526479751e-05	6.85358255452e-05
k__Bacteria;p__OP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OctSpA1-106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.246105919e-05	0.0	0.000196261682243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__PAUC34f	0.0	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0405981308411	0.0276448598131	0.0584953271028	0.0263925233645	0.0304423676012	0.053277258567	0.00943302180685	0.0387165109034	0.00964174454829	0.0286261682243	0.0238380062305	0.00696884735202	0.032785046729	0.00574143302181	0.0281121495327	0.0208442367601	0.0388878504673	0.0123676012461
k__Bacteria;p__Proteobacteria	0.237012461059	0.199975077882	0.237161993769	0.216866043614	0.246769470405	0.367872274143	0.139464174455	0.269457943925	0.191302180685	0.303065420561	0.318336448598	0.114299065421	0.284080996885	0.0896635514019	0.192806853583	0.177725856698	0.227205607477	0.0998411214953
k__Bacteria;p__SAR406	0.0	0.0	0.0	0.0	0.0	0.0	1.246105919e-05	0.0	9.34579439252e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SBR1093	6.54205607477e-05	6.23052959502e-06	6.23052959502e-06	2.80373831776e-05	6.23052959502e-06	1.246105919e-05	3.11526479751e-06	0.0	0.00408099688474	0.0	0.00916822429907	5.60747663551e-05	0.0	0.000348909657321	0.0	0.00266043613707	0.000190031152648	0.00223676012461
k__Bacteria;p__SC4	0.0	9.34579439252e-06	0.0	0.0	2.49221183801e-05	0.0	0.0	0.0	0.0	3.73831775701e-05	0.0	3.11526479751e-06	0.0	0.0	0.0	3.11526479751e-06	0.0	1.8691588785e-05
k__Bacteria;p__SR1	0.0	0.0	0.0	0.0	0.0	6.23052959502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes	0.00102803738318	0.00142990654206	0.000510903426791	0.000386292834891	0.0010031152648	0.000775700934579	0.000327102803738	0.000436137071651	0.000498442367601	0.000735202492212	0.000274143302181	9.96884735202e-05	0.000501557632399	0.000155763239875	0.00292523364486	0.000236760124611	0.000797507788162	0.000165109034268
k__Bacteria;p__TM6	0.00852959501558	0.0116386292835	0.00146417445483	0.00255140186916	0.00514018691589	0.0033738317757	0.000660436137072	0.00300934579439	0.00178504672897	0.00623052959502	0.000666666666667	0.000538940809969	0.000803738317757	0.000118380062305	0.00234267912773	0.00340498442368	0.00402492211838	0.000361370716511
k__Bacteria;p__TM7	0.000333333333333	0.000355140186916	0.000778816199377	0.000339563862928	0.000292834890966	0.000224299065421	0.000130841121495	0.000510903426791	6.23052959502e-05	0.00014953271028	5.29595015576e-05	3.42679127726e-05	0.000345794392523	5.29595015576e-05	0.000485981308411	0.000323987538941	0.000277258566978	9.34579439252e-05
k__Bacteria;p__Tenericutes	0.000632398753894	0.000688473520249	0.00176947040498	0.00408099688474	0.000716510903427	0.00118380062305	3.11526479751e-06	0.0021214953271	0.000102803738318	0.00183489096573	6.23052959502e-06	8.72274143302e-05	0.000990654205607	0.0	0.00082554517134	0.00364485981308	0.00217757009346	6.54205607477e-05
k__Bacteria;p__Verrucomicrobia	0.0790809968847	0.0607632398754	0.165719626168	0.0578535825545	0.0656978193146	0.0807102803738	0.0152803738318	0.0885451713396	0.0336199376947	0.0641495327103	0.0176012461059	0.0128535825545	0.0674205607477	0.0208753894081	0.0634049844237	0.0891183800623	0.035261682243	0.023722741433
k__Bacteria;p__WPS-2	0.0032492211838	0.0107352024922	3.11526479751e-05	0.0107476635514	0.00402180685358	1.55763239875e-05	0.0247102803738	0.00314330218069	0.00122429906542	0.0029937694704	1.55763239875e-05	0.00226479750779	0.0036199376947	0.00560124610592	0.00522741433022	0.00220249221184	0.00184423676012	0.00321183800623
k__Bacteria;p__WS1	3.42679127726e-05	3.11526479751e-06	0.0	6.23052959502e-06	1.8691588785e-05	0.0	9.34579439252e-06	9.34579439252e-06	9.34579439252e-06	0.0	5.91900311526e-05	3.11526479751e-06	0.0	3.11526479751e-06	0.0	3.11526479751e-06	0.0	0.0
k__Bacteria;p__WS2	0.0	0.0	0.0	0.0	6.23052959502e-06	0.0	0.0	9.34579439252e-06	0.0	1.8691588785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06
k__Bacteria;p__WS3	0.00086292834891	0.000211838006231	0.00936448598131	0.000193146417445	0.00105607476636	0.00761059190031	0.000710280373832	0.00163551401869	0.000588785046729	0.00208411214953	0.000570093457944	0.000252336448598	0.00193146417445	0.000563862928349	0.000171339563863	0.000485981308411	0.00017445482866	0.000433021806854
k__Bacteria;p__WS4	7.47663551402e-05	6.23052959502e-06	2.18068535826e-05	9.34579439252e-06	6.23052959502e-05	6.23052959502e-06	5.60747663551e-05	0.000168224299065	3.11526479751e-05	0.00013707165109	4.67289719626e-05	9.34579439252e-06	0.000302180685358	3.11526479751e-05	1.8691588785e-05	4.04984423676e-05	6.23052959502e-06	1.55763239875e-05
k__Bacteria;p__WS5	0.0	6.23052959502e-06	0.0	0.0	0.0	3.11526479751e-06	0.0	0.0	1.246105919e-05	1.55763239875e-05	6.23052959502e-06	0.0	0.0	0.0	0.0	6.23052959502e-06	0.0	0.0
k__Bacteria;p__WWE1	3.73831775701e-05	0.0	2.18068535826e-05	0.0	7.16510903427e-05	9.34579439252e-06	1.8691588785e-05	9.65732087227e-05	6.23052959502e-06	0.0001246105919	6.85358255452e-05	1.55763239875e-05	7.78816199377e-05	1.55763239875e-05	0.0	9.34579439252e-06	0.0	1.55763239875e-05
k__Bacteria;p__[Caldithrix]	0.0	0.0	6.23052959502e-06	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0	3.42679127726e-05	3.11526479751e-06	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0
k__Bacteria;p__[Thermi]	2.80373831776e-05	0.0	0.0	0.0	0.0	6.23052959502e-06	2.18068535826e-05	6.23052959502e-06	3.11526479751e-06	0.0	0.00167912772586	9.34579439252e-06	3.11526479751e-06	3.11526479751e-06	0.0	9.34579439252e-06	0.0	3.11526479751e-06
