# Constructed from biom file
OTU ID	C03	C07	C17	C11	C05	C08	C09	C18	C15	C01	C13	C12	C02	C10	C04	C16	C06	C14
k__Bacteria;p__NC10	8.09968847352e-05	1.55763239875e-05	1.8691588785e-05	3.11526479751e-06	7.16510903427e-05	0.0	6.23052959502e-05	0.000115264797508	7.78816199377e-05	0.000140186915888	2.80373831776e-05	3.11526479751e-06	7.16510903427e-05	1.246105919e-05	1.246105919e-05	1.55763239875e-05	1.8691588785e-05	2.49221183801e-05
k__Bacteria;p__NKB19	2.18068535826e-05	0.0	9.34579439252e-06	0.0	3.11526479751e-06	6.54205607477e-05	2.18068535826e-05	2.18068535826e-05	1.246105919e-05	2.49221183801e-05	5.91900311526e-05	3.11526479751e-06	6.23052959502e-06	0.0	3.11526479751e-06	2.18068535826e-05	0.0	3.11526479751e-06
k__Bacteria;p__Nitrospirae	0.00658255451713	0.00460124610592	0.0152211838006	0.00130529595016	0.00678504672897	0.0275763239875	0.00747040498442	0.00819003115265	0.00667289719626	0.012476635514	0.0276666666667	0.00284423676012	0.0137570093458	0.00268535825545	0.00170404984424	0.00957320872274	0.00171339563863	0.0106542056075
k__Bacteria;p__OD1	0.0050031152648	0.0126479750779	0.00257632398754	0.00292211838006	0.00332710280374	0.00692211838006	0.000295950155763	0.0015046728972	0.00146105919003	0.00240498442368	0.00834267912773	0.000364485981308	0.0011214953271	0.000299065420561	0.00799065420561	0.00556386292835	0.00283800623053	0.000532710280374
k__Bacteria;p__OP11	0.000728971962617	0.000436137071651	0.000570093457944	0.000205607476636	0.000666666666667	0.000834890965732	0.000532710280374	0.00109657320872	0.000529595015576	0.00320560747664	0.000676012461059	0.000193146417445	0.00288473520249	0.000498442367601	0.000869158878505	0.00172585669782	0.000274143302181	0.000585669781931
k__Bacteria;p__OP3	0.000224299065421	0.000685358255452	0.000470404984424	9.03426791277e-05	0.000370716510903	0.000869158878505	0.000208722741433	0.000277258566978	0.000127725856698	0.000411214953271	0.000361370716511	7.47663551402e-05	0.000713395638629	7.78816199377e-05	0.00105607476636	0.000158878504673	4.04984423676e-05	6.54205607477e-05
k__Bacteria;p__OP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11526479751e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OctSpA1-106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8691588785e-05	0.0	0.000230529595016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__PAUC34f	0.0	0.0	0.0	0.0	0.0	0.0	6.23052959502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0407289719626	0.0275358255452	0.0591308411215	0.0279283489097	0.0304579439252	0.0535109034268	0.00929906542056	0.0390062305296	0.00995015576324	0.0288504672897	0.0241713395639	0.00694392523364	0.0328722741433	0.00618068535826	0.0283738317757	0.0211401869159	0.0415700934579	0.0125046728972
k__Bacteria;p__Proteobacteria	0.237093457944	0.19992211838	0.236591900312	0.222660436137	0.246672897196	0.368090342679	0.139043613707	0.270292834891	0.190875389408	0.302582554517	0.318274143302	0.113940809969	0.287177570093	0.0882679127726	0.1936105919	0.177738317757	0.237619937695	0.0998255451713
k__Bacteria;p__SAR406	0.0	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0	1.8691588785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SBR1093	6.54205607477e-05	9.34579439252e-06	6.23052959502e-06	2.80373831776e-05	9.34579439252e-06	9.34579439252e-06	0.0	0.0	0.00392211838006	0.0	0.0093769470405	4.98442367601e-05	0.0	0.000389408099688	3.11526479751e-06	0.00269158878505	0.000196261682243	0.00218068535826
k__Bacteria;p__SC4	0.0	9.34579439252e-06	0.0	0.0	2.49221183801e-05	0.0	0.0	0.0	0.0	3.11526479751e-05	0.0	6.23052959502e-06	0.0	0.0	0.0	3.11526479751e-06	0.0	1.246105919e-05
k__Bacteria;p__SR1	0.0	0.0	0.0	0.0	0.0	6.23052959502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes	0.00103426791277	0.00138940809969	0.000464174454829	0.000423676012461	0.00098753894081	0.000760124610592	0.000352024922118	0.000442367601246	0.000482866043614	0.000753894080997	0.000314641744548	0.00011214953271	0.000507788161994	0.000165109034268	0.00293457943925	0.000221183800623	0.000859813084112	0.000171339563863
k__Bacteria;p__TM6	0.00855763239875	0.0118068535826	0.00139252336449	0.00264797507788	0.00511838006231	0.00331775700935	0.000688473520249	0.00303426791277	0.00190342679128	0.00629906542056	0.000666666666667	0.000517133956386	0.000819314641745	0.00013707165109	0.00238940809969	0.00342679127726	0.00431775700935	0.000417445482866
k__Bacteria;p__TM7	0.000333333333333	0.000383177570093	0.00080062305296	0.000373831775701	0.000280373831776	0.000261682242991	0.000118380062305	0.000498442367601	7.16510903427e-05	0.000183800623053	5.60747663551e-05	3.11526479751e-05	0.000330218068536	6.54205607477e-05	0.000470404984424	0.000330218068536	0.000292834890966	0.000109034267913
k__Bacteria;p__Tenericutes	0.000635514018692	0.000704049844237	0.00167912772586	0.00434890965732	0.000722741433022	0.00115887850467	3.11526479751e-06	0.00203115264798	0.000121495327103	0.00185358255452	2.18068535826e-05	0.000115264797508	0.00104672897196	0.0	0.00080062305296	0.00381308411215	0.00233644859813	6.85358255452e-05
k__Bacteria;p__Verrucomicrobia	0.0793115264798	0.0612087227414	0.168423676012	0.0610809968847	0.0659034267913	0.0811277258567	0.0153489096573	0.0886292834891	0.0336074766355	0.0645358255452	0.0173208722741	0.0131713395639	0.068722741433	0.0218317757009	0.0631619937695	0.0902741433022	0.0380280373832	0.0238130841121
k__Bacteria;p__WPS-2	0.0032554517134	0.0108193146417	4.67289719626e-05	0.0115202492212	0.00415264797508	1.246105919e-05	0.0250965732087	0.00305607476636	0.00126479750779	0.00300934579439	2.49221183801e-05	0.0021246105919	0.0037476635514	0.0059937694704	0.0051214953271	0.00205607476636	0.00196573208723	0.00318380062305
k__Bacteria;p__WS1	3.42679127726e-05	9.34579439252e-06	0.0	3.11526479751e-06	2.18068535826e-05	0.0	6.23052959502e-06	1.8691588785e-05	6.23052959502e-06	0.0	5.60747663551e-05	9.34579439252e-06	0.0	3.11526479751e-06	3.11526479751e-06	3.11526479751e-06	0.0	0.0
k__Bacteria;p__WS2	0.0	0.0	0.0	0.0	6.23052959502e-06	0.0	0.0	9.34579439252e-06	0.0	2.18068535826e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.23052959502e-06
k__Bacteria;p__WS3	0.000866043613707	0.000230529595016	0.00956386292835	0.000221183800623	0.0010031152648	0.00763862928349	0.000704049844237	0.00153894080997	0.000554517133956	0.00203738317757	0.000598130841121	0.000233644859813	0.00196884735202	0.000626168224299	0.000177570093458	0.000464174454829	0.000196261682243	0.000445482866044
k__Bacteria;p__WS4	7.47663551402e-05	6.23052959502e-06	9.34579439252e-06	9.34579439252e-06	6.23052959502e-05	9.34579439252e-06	4.67289719626e-05	0.00017445482866	2.18068535826e-05	0.000121495327103	4.67289719626e-05	1.246105919e-05	0.000311526479751	3.11526479751e-05	1.55763239875e-05	4.36137071651e-05	9.34579439252e-06	1.55763239875e-05
k__Bacteria;p__WS5	0.0	3.11526479751e-06	0.0	3.11526479751e-06	0.0	0.0	0.0	0.0	9.34579439252e-06	1.55763239875e-05	9.34579439252e-06	0.0	0.0	0.0	0.0	6.23052959502e-06	0.0	0.0
k__Bacteria;p__WWE1	3.73831775701e-05	0.0	2.49221183801e-05	0.0	7.47663551402e-05	9.34579439252e-06	1.8691588785e-05	7.47663551402e-05	1.246105919e-05	0.000105919003115	7.47663551402e-05	6.23052959502e-06	7.78816199377e-05	1.55763239875e-05	0.0	1.8691588785e-05	0.0	1.8691588785e-05
k__Bacteria;p__[Caldithrix]	0.0	0.0	3.11526479751e-06	0.0	0.0	0.0	0.0	6.23052959502e-06	0.0	3.42679127726e-05	9.34579439252e-06	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0
k__Bacteria;p__[Thermi]	2.80373831776e-05	0.0	0.0	0.0	0.0	6.23052959502e-06	2.49221183801e-05	1.55763239875e-05	3.11526479751e-06	0.0	0.00176947040498	9.34579439252e-06	0.0	6.23052959502e-06	0.0	6.23052959502e-06	0.0	3.11526479751e-06
